view,view_label,model,split,run,pool_size,repeat,available_trajectories,pooled_decode_success,pooled_dedup_packets,pooled_conflicts,pooled_recovered_payload
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,39,140,True,43,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,40,140,True,50,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,41,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,42,140,True,30,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,43,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,44,140,True,47,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,45,140,True,68,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,46,140,True,13,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,47,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,48,140,True,27,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,8,49,140,True,50,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,0,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,1,140,True,52,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,2,140,True,68,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,3,140,True,50,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,4,140,True,48,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,5,140,True,52,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,6,140,True,44,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,7,140,True,35,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,8,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,9,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,10,140,True,47,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,11,140,True,50,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,12,140,True,45,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,13,140,True,39,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,14,140,True,68,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,15,140,True,49,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,16,140,True,52,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,17,140,True,45,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,18,140,True,68,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,19,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,20,140,True,41,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,21,140,True,23,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,22,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,23,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,24,140,True,44,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,25,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,26,140,True,44,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,27,140,True,43,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,28,140,True,49,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,29,140,True,45,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,30,140,True,48,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,31,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,32,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,33,140,True,40,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,34,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,35,140,True,25,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,36,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,37,140,True,18,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,38,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,39,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,40,140,True,42,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,41,140,True,40,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,42,140,True,52,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,43,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,44,140,True,68,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,45,140,True,35,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,46,140,True,23,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,47,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,48,140,True,47,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,10,49,140,True,40,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,0,140,True,31,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,1,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,2,140,True,60,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,3,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,4,140,True,63,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,5,140,True,48,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,6,140,True,55,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,7,140,True,42,0,11001101
agentmark,AgentMark-F exact probabilities,deepseek,ID,1,15,8,140,True,28,0,11001101
