dataset,method,model,split,run,task_id,config,payload_len,stream_key,meta_source,meta_path,accepted_steps,no_bits_steps,len_mismatch_steps
alfworld,agentmark,deepseek,ID,1,029,L0_exact_probs,8,2025,report_metadata,,17,6,
alfworld,agentmark,deepseek,ID,1,030,L0_exact_probs,8,2025,report_metadata,,5,6,
alfworld,agentmark,deepseek,ID,1,031,L0_exact_probs,8,2025,report_metadata,,12,4,
alfworld,agentmark,deepseek,ID,1,032,L0_exact_probs,8,2025,report_metadata,,3,2,
alfworld,agentmark,deepseek,ID,1,033,L0_exact_probs,8,2025,report_metadata,,1,3,
alfworld,agentmark,deepseek,ID,1,034,L0_exact_probs,8,2025,report_metadata,,1,3,
alfworld,agentmark,deepseek,ID,1,035,L0_exact_probs,8,2025,report_metadata,,18,5,
alfworld,agentmark,deepseek,ID,1,036,L0_exact_probs,8,2025,report_metadata,,5,4,
alfworld,agentmark,deepseek,ID,1,037,L0_exact_probs,8,2025,report_metadata,,8,5,
alfworld,agentmark,deepseek,ID,1,038,L0_exact_probs,8,2025,report_metadata,,7,4,
alfworld,agentmark,deepseek,ID,1,039,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,ID,1,040,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,ID,1,041,L0_exact_probs,8,2025,report_metadata,,8,6,
alfworld,agentmark,deepseek,ID,1,042,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,ID,1,043,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,ID,1,044,L0_exact_probs,8,2025,report_metadata,,2,6,
alfworld,agentmark,deepseek,ID,1,045,L0_exact_probs,8,2025,report_metadata,,2,2,
alfworld,agentmark,deepseek,ID,1,046,L0_exact_probs,8,2025,report_metadata,,25,5,
alfworld,agentmark,deepseek,ID,1,047,L0_exact_probs,8,2025,report_metadata,,10,6,
alfworld,agentmark,deepseek,ID,1,048,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,ID,1,049,L0_exact_probs,8,2025,report_metadata,,3,7,
alfworld,agentmark,deepseek,ID,1,050,L0_exact_probs,8,2025,report_metadata,,1,6,
alfworld,agentmark,deepseek,ID,1,051,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,ID,1,052,L0_exact_probs,8,2025,report_metadata,,8,6,
alfworld,agentmark,deepseek,ID,1,053,L0_exact_probs,8,2025,report_metadata,,5,9,
alfworld,agentmark,deepseek,ID,1,054,L0_exact_probs,8,2025,report_metadata,,11,11,
alfworld,agentmark,deepseek,ID,1,055,L0_exact_probs,8,2025,report_metadata,,7,7,
alfworld,agentmark,deepseek,ID,1,056,L0_exact_probs,8,2025,report_metadata,,7,7,
alfworld,agentmark,deepseek,ID,1,057,L0_exact_probs,8,2025,report_metadata,,2,4,
alfworld,agentmark,deepseek,ID,1,058,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,ID,1,059,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,ID,1,060,L0_exact_probs,8,2025,report_metadata,,16,9,
alfworld,agentmark,deepseek,ID,1,061,L0_exact_probs,8,2025,report_metadata,,2,6,
alfworld,agentmark,deepseek,ID,1,062,L0_exact_probs,8,2025,report_metadata,,1,6,
alfworld,agentmark,deepseek,ID,1,063,L0_exact_probs,8,2025,report_metadata,,7,8,
alfworld,agentmark,deepseek,ID,1,064,L0_exact_probs,8,2025,report_metadata,,5,8,
alfworld,agentmark,deepseek,ID,1,065,L0_exact_probs,8,2025,report_metadata,,3,13,
alfworld,agentmark,deepseek,ID,1,066,L0_exact_probs,8,2025,report_metadata,,11,6,
alfworld,agentmark,deepseek,ID,1,067,L0_exact_probs,8,2025,report_metadata,,1,6,
alfworld,agentmark,deepseek,ID,1,068,L0_exact_probs,8,2025,report_metadata,,23,7,
alfworld,agentmark,deepseek,ID,1,069,L0_exact_probs,8,2025,report_metadata,,7,5,
alfworld,agentmark,deepseek,ID,1,070,L0_exact_probs,8,2025,report_metadata,,9,5,
alfworld,agentmark,deepseek,ID,1,071,L0_exact_probs,8,2025,report_metadata,,1,6,
alfworld,agentmark,deepseek,ID,1,072,L0_exact_probs,8,2025,report_metadata,,6,8,
alfworld,agentmark,deepseek,ID,1,073,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,ID,1,074,L0_exact_probs,8,2025,report_metadata,,10,7,
alfworld,agentmark,deepseek,ID,1,075,L0_exact_probs,8,2025,report_metadata,,19,11,
alfworld,agentmark,deepseek,ID,1,076,L0_exact_probs,8,2025,report_metadata,,5,7,
alfworld,agentmark,deepseek,ID,1,077,L0_exact_probs,8,2025,report_metadata,,4,7,
alfworld,agentmark,deepseek,ID,1,078,L0_exact_probs,8,2025,report_metadata,,5,8,
alfworld,agentmark,deepseek,ID,1,079,L0_exact_probs,8,2025,report_metadata,,10,9,
alfworld,agentmark,deepseek,ID,1,080,L0_exact_probs,8,2025,report_metadata,,11,8,
alfworld,agentmark,deepseek,ID,1,081,L0_exact_probs,8,2025,report_metadata,,26,4,
alfworld,agentmark,deepseek,ID,1,082,L0_exact_probs,8,2025,report_metadata,,5,7,
alfworld,agentmark,deepseek,ID,1,083,L0_exact_probs,8,2025,report_metadata,,18,12,
alfworld,agentmark,deepseek,ID,1,084,L0_exact_probs,8,2025,report_metadata,,8,8,
alfworld,agentmark,deepseek,ID,1,085,L0_exact_probs,8,2025,report_metadata,,3,6,
alfworld,agentmark,deepseek,ID,1,086,L0_exact_probs,8,2025,report_metadata,,4,9,
alfworld,agentmark,deepseek,ID,1,087,L0_exact_probs,8,2025,report_metadata,,3,6,
alfworld,agentmark,deepseek,ID,1,088,L0_exact_probs,8,2025,report_metadata,,5,5,
alfworld,agentmark,deepseek,ID,1,089,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,ID,1,090,L0_exact_probs,8,2025,report_metadata,,2,6,
alfworld,agentmark,deepseek,ID,1,091,L0_exact_probs,8,2025,report_metadata,,2,8,
alfworld,agentmark,deepseek,ID,1,092,L0_exact_probs,8,2025,report_metadata,,4,4,
alfworld,agentmark,deepseek,ID,1,093,L0_exact_probs,8,2025,report_metadata,,12,9,
alfworld,agentmark,deepseek,ID,1,094,L0_exact_probs,8,2025,report_metadata,,22,8,
alfworld,agentmark,deepseek,ID,1,095,L0_exact_probs,8,2025,report_metadata,,9,6,
alfworld,agentmark,deepseek,ID,1,096,L0_exact_probs,8,2025,report_metadata,,20,10,
alfworld,agentmark,deepseek,ID,1,097,L0_exact_probs,8,2025,report_metadata,,5,8,
alfworld,agentmark,deepseek,ID,1,098,L0_exact_probs,8,2025,report_metadata,,3,7,
alfworld,agentmark,deepseek,ID,1,099,L0_exact_probs,8,2025,report_metadata,,11,8,
alfworld,agentmark,deepseek,ID,1,100,L0_exact_probs,8,2025,report_metadata,,5,8,
alfworld,agentmark,deepseek,ID,1,101,L0_exact_probs,8,2025,report_metadata,,3,9,
alfworld,agentmark,deepseek,ID,1,102,L0_exact_probs,8,2025,report_metadata,,9,3,
alfworld,agentmark,deepseek,ID,1,103,L0_exact_probs,8,2025,report_metadata,,18,12,
alfworld,agentmark,deepseek,ID,1,104,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,ID,1,105,L0_exact_probs,8,2025,report_metadata,,10,9,
alfworld,agentmark,deepseek,ID,1,106,L0_exact_probs,8,2025,report_metadata,,3,2,
alfworld,agentmark,deepseek,ID,1,107,L0_exact_probs,8,2025,report_metadata,,23,7,
alfworld,agentmark,deepseek,ID,1,108,L0_exact_probs,8,2025,report_metadata,,6,6,
alfworld,agentmark,deepseek,ID,1,109,L0_exact_probs,8,2025,report_metadata,,13,8,
alfworld,agentmark,deepseek,ID,1,110,L0_exact_probs,8,2025,report_metadata,,17,13,
alfworld,agentmark,deepseek,ID,1,111,L0_exact_probs,8,2025,report_metadata,,5,6,
alfworld,agentmark,deepseek,ID,1,112,L0_exact_probs,8,2025,report_metadata,,2,7,
alfworld,agentmark,deepseek,ID,1,113,L0_exact_probs,8,2025,report_metadata,,2,7,
alfworld,agentmark,deepseek,ID,1,114,L0_exact_probs,8,2025,report_metadata,,1,7,
alfworld,agentmark,deepseek,ID,1,115,L0_exact_probs,8,2025,report_metadata,,3,7,
alfworld,agentmark,deepseek,ID,1,116,L0_exact_probs,8,2025,report_metadata,,9,6,
alfworld,agentmark,deepseek,ID,1,117,L0_exact_probs,8,2025,report_metadata,,11,7,
alfworld,agentmark,deepseek,ID,1,118,L0_exact_probs,8,2025,report_metadata,,12,9,
alfworld,agentmark,deepseek,ID,1,119,L0_exact_probs,8,2025,report_metadata,,8,10,
alfworld,agentmark,deepseek,ID,1,120,L0_exact_probs,8,2025,report_metadata,,2,3,
alfworld,agentmark,deepseek,ID,1,121,L0_exact_probs,8,2025,report_metadata,,8,7,
alfworld,agentmark,deepseek,ID,1,122,L0_exact_probs,8,2025,report_metadata,,14,7,
alfworld,agentmark,deepseek,ID,1,123,L0_exact_probs,8,2025,report_metadata,,4,4,
alfworld,agentmark,deepseek,ID,1,124,L0_exact_probs,8,2025,report_metadata,,21,9,
alfworld,agentmark,deepseek,ID,1,125,L0_exact_probs,8,2025,report_metadata,,6,5,
alfworld,agentmark,deepseek,ID,1,126,L0_exact_probs,8,2025,report_metadata,,13,11,
alfworld,agentmark,deepseek,ID,1,127,L0_exact_probs,8,2025,report_metadata,,5,7,
alfworld,agentmark,deepseek,ID,1,128,L0_exact_probs,8,2025,report_metadata,,8,7,
alfworld,agentmark,deepseek,ID,1,129,L0_exact_probs,8,2025,report_metadata,,7,11,
alfworld,agentmark,deepseek,ID,1,130,L0_exact_probs,8,2025,report_metadata,,18,12,
alfworld,agentmark,deepseek,ID,1,131,L0_exact_probs,8,2025,report_metadata,,20,10,
alfworld,agentmark,deepseek,ID,1,132,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,ID,1,133,L0_exact_probs,8,2025,report_metadata,,17,11,
alfworld,agentmark,deepseek,ID,1,134,L0_exact_probs,8,2025,report_metadata,,3,5,
alfworld,agentmark,deepseek,ID,1,135,L0_exact_probs,8,2025,report_metadata,,17,13,
alfworld,agentmark,deepseek,ID,1,136,L0_exact_probs,8,2025,report_metadata,,21,9,
alfworld,agentmark,deepseek,ID,1,137,L0_exact_probs,8,2025,report_metadata,,15,9,
alfworld,agentmark,deepseek,ID,1,138,L0_exact_probs,8,2025,report_metadata,,11,6,
alfworld,agentmark,deepseek,ID,1,139,L0_exact_probs,8,2025,report_metadata,,21,9,
alfworld,agentmark,deepseek,OOD,1,000,L0_exact_probs,8,2025,report_metadata,,6,3,
alfworld,agentmark,deepseek,OOD,1,001,L0_exact_probs,8,2025,report_metadata,,15,5,
alfworld,agentmark,deepseek,OOD,1,002,L0_exact_probs,8,2025,report_metadata,,8,3,
alfworld,agentmark,deepseek,OOD,1,003,L0_exact_probs,8,2025,report_metadata,,15,6,
alfworld,agentmark,deepseek,OOD,1,004,L0_exact_probs,8,2025,report_metadata,,10,3,
alfworld,agentmark,deepseek,OOD,1,005,L0_exact_probs,8,2025,report_metadata,,23,2,
alfworld,agentmark,deepseek,OOD,1,006,L0_exact_probs,8,2025,report_metadata,,19,3,
alfworld,agentmark,deepseek,OOD,1,007,L0_exact_probs,8,2025,report_metadata,,19,4,
alfworld,agentmark,deepseek,OOD,1,008,L0_exact_probs,8,2025,report_metadata,,14,3,
alfworld,agentmark,deepseek,OOD,1,009,L0_exact_probs,8,2025,report_metadata,,10,7,
alfworld,agentmark,deepseek,OOD,1,010,L0_exact_probs,8,2025,report_metadata,,6,3,
alfworld,agentmark,deepseek,OOD,1,011,L0_exact_probs,8,2025,report_metadata,,1,2,
alfworld,agentmark,deepseek,OOD,1,012,L0_exact_probs,8,2025,report_metadata,,7,5,
alfworld,agentmark,deepseek,OOD,1,013,L0_exact_probs,8,2025,report_metadata,,1,2,
alfworld,agentmark,deepseek,OOD,1,014,L0_exact_probs,8,2025,report_metadata,,5,2,
alfworld,agentmark,deepseek,OOD,1,015,L0_exact_probs,8,2025,report_metadata,,4,3,
alfworld,agentmark,deepseek,OOD,1,016,L0_exact_probs,8,2025,report_metadata,,5,4,
alfworld,agentmark,deepseek,OOD,1,017,L0_exact_probs,8,2025,report_metadata,,1,4,
alfworld,agentmark,deepseek,OOD,1,018,L0_exact_probs,8,2025,report_metadata,,14,2,
alfworld,agentmark,deepseek,OOD,1,019,L0_exact_probs,8,2025,report_metadata,,13,6,
alfworld,agentmark,deepseek,OOD,1,020,L0_exact_probs,8,2025,report_metadata,,5,4,
alfworld,agentmark,deepseek,OOD,1,021,L0_exact_probs,8,2025,report_metadata,,1,3,
alfworld,agentmark,deepseek,OOD,1,022,L0_exact_probs,8,2025,report_metadata,,2,3,
alfworld,agentmark,deepseek,OOD,1,023,L0_exact_probs,8,2025,report_metadata,,1,3,
alfworld,agentmark,deepseek,OOD,1,024,L0_exact_probs,8,2025,report_metadata,,5,3,
alfworld,agentmark,deepseek,OOD,1,025,L0_exact_probs,8,2025,report_metadata,,2,3,
alfworld,agentmark,deepseek,OOD,1,026,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,OOD,1,027,L0_exact_probs,8,2025,report_metadata,,15,7,
alfworld,agentmark,deepseek,OOD,1,028,L0_exact_probs,8,2025,report_metadata,,23,7,
alfworld,agentmark,deepseek,OOD,1,029,L0_exact_probs,8,2025,report_metadata,,6,4,
alfworld,agentmark,deepseek,OOD,1,030,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,OOD,1,031,L0_exact_probs,8,2025,report_metadata,,9,5,
alfworld,agentmark,deepseek,OOD,1,032,L0_exact_probs,8,2025,report_metadata,,19,7,
alfworld,agentmark,deepseek,OOD,1,033,L0_exact_probs,8,2025,report_metadata,,9,3,
alfworld,agentmark,deepseek,OOD,1,034,L0_exact_probs,8,2025,report_metadata,,3,10,
alfworld,agentmark,deepseek,OOD,1,035,L0_exact_probs,8,2025,report_metadata,,8,8,
alfworld,agentmark,deepseek,OOD,1,036,L0_exact_probs,8,2025,report_metadata,,25,5,
alfworld,agentmark,deepseek,OOD,1,037,L0_exact_probs,8,2025,report_metadata,,11,8,
alfworld,agentmark,deepseek,OOD,1,038,L0_exact_probs,8,2025,report_metadata,,5,6,
alfworld,agentmark,deepseek,OOD,1,039,L0_exact_probs,8,2025,report_metadata,,9,8,
alfworld,agentmark,deepseek,OOD,1,040,L0_exact_probs,8,2025,report_metadata,,3,6,
alfworld,agentmark,deepseek,OOD,1,041,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,OOD,1,042,L0_exact_probs,8,2025,report_metadata,,9,4,
alfworld,agentmark,deepseek,OOD,1,043,L0_exact_probs,8,2025,report_metadata,,13,5,
alfworld,agentmark,deepseek,OOD,1,044,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,OOD,1,045,L0_exact_probs,8,2025,report_metadata,,16,14,
alfworld,agentmark,deepseek,OOD,1,046,L0_exact_probs,8,2025,report_metadata,,11,19,
alfworld,agentmark,deepseek,OOD,1,047,L0_exact_probs,8,2025,report_metadata,,7,20,
alfworld,agentmark,deepseek,OOD,1,048,L0_exact_probs,8,2025,report_metadata,,19,11,
alfworld,agentmark,deepseek,OOD,1,049,L0_exact_probs,8,2025,report_metadata,,1,7,
alfworld,agentmark,deepseek,OOD,1,050,L0_exact_probs,8,2025,report_metadata,,23,7,
alfworld,agentmark,deepseek,OOD,1,051,L0_exact_probs,8,2025,report_metadata,,2,8,
alfworld,agentmark,deepseek,OOD,1,052,L0_exact_probs,8,2025,report_metadata,,7,7,
alfworld,agentmark,deepseek,OOD,1,053,L0_exact_probs,8,2025,report_metadata,,9,7,
alfworld,agentmark,deepseek,OOD,1,054,L0_exact_probs,8,2025,report_metadata,,26,4,
alfworld,agentmark,deepseek,OOD,1,055,L0_exact_probs,8,2025,report_metadata,,10,7,
alfworld,agentmark,deepseek,OOD,1,056,L0_exact_probs,8,2025,report_metadata,,2,4,
alfworld,agentmark,deepseek,OOD,1,057,L0_exact_probs,8,2025,report_metadata,,11,7,
alfworld,agentmark,deepseek,OOD,1,058,L0_exact_probs,8,2025,report_metadata,,1,5,
alfworld,agentmark,deepseek,OOD,1,059,L0_exact_probs,8,2025,report_metadata,,3,4,
alfworld,agentmark,deepseek,OOD,1,060,L0_exact_probs,8,2025,report_metadata,,3,4,
alfworld,agentmark,deepseek,OOD,1,061,L0_exact_probs,8,2025,report_metadata,,3,5,
alfworld,agentmark,deepseek,OOD,1,062,L0_exact_probs,8,2025,report_metadata,,4,4,
alfworld,agentmark,deepseek,OOD,1,063,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,OOD,1,064,L0_exact_probs,8,2025,report_metadata,,5,6,
alfworld,agentmark,deepseek,OOD,1,065,L0_exact_probs,8,2025,report_metadata,,3,7,
alfworld,agentmark,deepseek,OOD,1,066,L0_exact_probs,8,2025,report_metadata,,28,2,
alfworld,agentmark,deepseek,OOD,1,067,L0_exact_probs,8,2025,report_metadata,,8,8,
alfworld,agentmark,deepseek,OOD,1,068,L0_exact_probs,8,2025,report_metadata,,2,6,
alfworld,agentmark,deepseek,OOD,1,069,L0_exact_probs,8,2025,report_metadata,,5,5,
alfworld,agentmark,deepseek,OOD,1,070,L0_exact_probs,8,2025,report_metadata,,3,6,
alfworld,agentmark,deepseek,OOD,1,071,L0_exact_probs,8,2025,report_metadata,,9,6,
alfworld,agentmark,deepseek,OOD,1,072,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,OOD,1,073,L0_exact_probs,8,2025,report_metadata,,6,5,
alfworld,agentmark,deepseek,OOD,1,074,L0_exact_probs,8,2025,report_metadata,,22,6,
alfworld,agentmark,deepseek,OOD,1,075,L0_exact_probs,8,2025,report_metadata,,6,8,
alfworld,agentmark,deepseek,OOD,1,076,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,OOD,1,077,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,OOD,1,078,L0_exact_probs,8,2025,report_metadata,,7,5,
alfworld,agentmark,deepseek,OOD,1,079,L0_exact_probs,8,2025,report_metadata,,9,7,
alfworld,agentmark,deepseek,OOD,1,080,L0_exact_probs,8,2025,report_metadata,,3,6,
alfworld,agentmark,deepseek,OOD,1,081,L0_exact_probs,8,2025,report_metadata,,4,7,
alfworld,agentmark,deepseek,OOD,1,082,L0_exact_probs,8,2025,report_metadata,,15,12,
alfworld,agentmark,deepseek,OOD,1,083,L0_exact_probs,8,2025,report_metadata,,6,7,
alfworld,agentmark,deepseek,OOD,1,084,L0_exact_probs,8,2025,report_metadata,,8,6,
alfworld,agentmark,deepseek,OOD,1,085,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,OOD,1,086,L0_exact_probs,8,2025,report_metadata,,3,5,
alfworld,agentmark,deepseek,OOD,1,087,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,OOD,1,088,L0_exact_probs,8,2025,report_metadata,,5,8,
alfworld,agentmark,deepseek,OOD,1,089,L0_exact_probs,8,2025,report_metadata,,15,10,
alfworld,agentmark,deepseek,OOD,1,090,L0_exact_probs,8,2025,report_metadata,,5,9,
alfworld,agentmark,deepseek,OOD,1,091,L0_exact_probs,8,2025,report_metadata,,24,6,
alfworld,agentmark,deepseek,OOD,1,092,L0_exact_probs,8,2025,report_metadata,,1,7,
alfworld,agentmark,deepseek,OOD,1,093,L0_exact_probs,8,2025,report_metadata,,1,7,
alfworld,agentmark,deepseek,OOD,1,094,L0_exact_probs,8,2025,report_metadata,,22,8,
alfworld,agentmark,deepseek,OOD,1,095,L0_exact_probs,8,2025,report_metadata,,2,6,
alfworld,agentmark,deepseek,OOD,1,096,L0_exact_probs,8,2025,report_metadata,,26,4,
alfworld,agentmark,deepseek,OOD,1,097,L0_exact_probs,8,2025,report_metadata,,4,7,
alfworld,agentmark,deepseek,OOD,1,098,L0_exact_probs,8,2025,report_metadata,,5,7,
alfworld,agentmark,deepseek,OOD,1,099,L0_exact_probs,8,2025,report_metadata,,10,5,
alfworld,agentmark,deepseek,OOD,1,100,L0_exact_probs,8,2025,report_metadata,,9,17,
alfworld,agentmark,deepseek,OOD,1,101,L0_exact_probs,8,2025,report_metadata,,4,9,
alfworld,agentmark,deepseek,OOD,1,102,L0_exact_probs,8,2025,report_metadata,,11,19,
alfworld,agentmark,deepseek,OOD,1,103,L0_exact_probs,8,2025,report_metadata,,15,9,
alfworld,agentmark,deepseek,OOD,1,104,L0_exact_probs,8,2025,report_metadata,,27,3,
alfworld,agentmark,deepseek,OOD,1,105,L0_exact_probs,8,2025,report_metadata,,1,6,
alfworld,agentmark,deepseek,OOD,1,106,L0_exact_probs,8,2025,report_metadata,,14,6,
alfworld,agentmark,deepseek,OOD,1,107,L0_exact_probs,8,2025,report_metadata,,9,6,
alfworld,agentmark,deepseek,OOD,1,108,L0_exact_probs,8,2025,report_metadata,,3,3,
alfworld,agentmark,deepseek,OOD,1,109,L0_exact_probs,8,2025,report_metadata,,8,4,
alfworld,agentmark,deepseek,OOD,1,110,L0_exact_probs,8,2025,report_metadata,,2,5,
alfworld,agentmark,deepseek,OOD,1,111,L0_exact_probs,8,2025,report_metadata,,15,10,
alfworld,agentmark,deepseek,OOD,1,112,L0_exact_probs,8,2025,report_metadata,,1,6,
alfworld,agentmark,deepseek,OOD,1,113,L0_exact_probs,8,2025,report_metadata,,11,12,
alfworld,agentmark,deepseek,OOD,1,114,L0_exact_probs,8,2025,report_metadata,,1,8,
alfworld,agentmark,deepseek,OOD,1,115,L0_exact_probs,8,2025,report_metadata,,9,8,
alfworld,agentmark,deepseek,OOD,1,116,L0_exact_probs,8,2025,report_metadata,,4,6,
alfworld,agentmark,deepseek,OOD,1,117,L0_exact_probs,8,2025,report_metadata,,20,9,
alfworld,agentmark,deepseek,OOD,1,118,L0_exact_probs,8,2025,report_metadata,,11,7,
alfworld,agentmark,deepseek,OOD,1,119,L0_exact_probs,8,2025,report_metadata,,14,12,
alfworld,agentmark,deepseek,OOD,1,120,L0_exact_probs,8,2025,report_metadata,,20,10,
alfworld,agentmark,deepseek,OOD,1,121,L0_exact_probs,8,2025,report_metadata,,4,7,
alfworld,agentmark,deepseek,OOD,1,122,L0_exact_probs,8,2025,report_metadata,,5,6,
alfworld,agentmark,deepseek,OOD,1,123,L0_exact_probs,8,2025,report_metadata,,4,5,
alfworld,agentmark,deepseek,OOD,1,124,L0_exact_probs,8,2025,report_metadata,,16,9,
alfworld,agentmark,deepseek,OOD,1,125,L0_exact_probs,8,2025,report_metadata,,5,8,
alfworld,agentmark,deepseek,OOD,1,126,L0_exact_probs,8,2025,report_metadata,,5,9,
alfworld,agentmark,deepseek,OOD,1,127,L0_exact_probs,8,2025,report_metadata,,7,8,
alfworld,agentmark,deepseek,OOD,1,128,L0_exact_probs,8,2025,report_metadata,,20,10,
alfworld,agentmark,deepseek,OOD,1,129,L0_exact_probs,8,2025,report_metadata,,3,6,
alfworld,agentmark,deepseek,OOD,1,130,L0_exact_probs,8,2025,report_metadata,,6,8,
alfworld,agentmark,deepseek,OOD,1,131,L0_exact_probs,8,2025,report_metadata,,10,9,
alfworld,agentmark,deepseek,OOD,1,132,L0_exact_probs,8,2025,report_metadata,,14,11,
alfworld,agentmark,deepseek,OOD,1,133,L0_exact_probs,8,2025,report_metadata,,14,11,
alfworld,agentmark,deepseek,ID,2,000,L0_exact_probs,8,2025,report_metadata,,2,2,
alfworld,agentmark,deepseek,ID,2,001,L0_exact_probs,8,2025,report_metadata,,16,13,
alfworld,agentmark,deepseek,ID,2,002,L0_exact_probs,8,2025,report_metadata,,8,3,
alfworld,agentmark,deepseek,ID,2,003,L0_exact_probs,8,2025,report_metadata,,21,7,
alfworld,agentmark,deepseek,ID,2,004,L0_exact_probs,8,2025,report_metadata,,11,6,
alfworld,agentmark,deepseek,ID,2,005,L0_exact_probs,8,2025,report_metadata,,8,6,
alfworld,agentmark,deepseek,ID,2,006,L0_exact_probs,8,2025,report_metadata,,4,3,
alfworld,agentmark,deepseek,ID,2,007,L0_exact_probs,8,2025,report_metadata,,19,4,
alfworld,agentmark,deepseek,ID,2,008,L0_exact_probs,8,2025,report_metadata,,,3,
alfworld,agentmark,deepseek,ID,2,009,L0_exact_probs,8,2025,report_metadata,,7,7,
alfworld,agentmark,deepseek,ID,2,010,L0_exact_probs,8,2025,report_metadata,,4,2,
alfworld,agentmark,deepseek,ID,2,011,L0_exact_probs,8,2025,report_metadata,,3,3,
