dataset,method,model,split,run,task_id,source,payload,payload_len,stream_key,meta_source,meta_path,packet_count,dedup_packet_count,conflicts,accepted_steps,no_bits_steps,len_mismatch_steps,decode_exception_steps,recovered_payload,decode_ok,failure_reason
alfworld,agentmark,deepseek,ID,1,051,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_051/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,4,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,052,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_052/evaluation_report.json,11001101,8,2025,report_metadata,,21,21,0,8,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,053,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_053/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,5,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,054,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_054/evaluation_report.json,11001101,8,2025,report_metadata,,26,26,0,11,11,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,055,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_055/evaluation_report.json,11001101,8,2025,report_metadata,,14,14,0,7,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,056,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_056/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,7,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,057,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_057/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,2,4,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,058,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_058/evaluation_report.json,11001101,8,2025,report_metadata,,4,4,0,2,5,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,059,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_059/evaluation_report.json,11001101,8,2025,report_metadata,,8,8,0,4,5,0,0,,False,rank_deficient
alfworld,agentmark,deepseek,ID,1,060,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_060/evaluation_report.json,11001101,8,2025,report_metadata,,37,37,0,16,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,061,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_061/evaluation_report.json,11001101,8,2025,report_metadata,,5,5,0,2,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,062,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_062/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,1,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,063,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_063/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,7,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,064,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_064/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,5,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,065,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_065/evaluation_report.json,11001101,8,2025,report_metadata,,8,8,0,3,13,0,0,,False,rank_deficient
alfworld,agentmark,deepseek,ID,1,066,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_066/evaluation_report.json,11001101,8,2025,report_metadata,,28,28,0,11,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,067,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_067/evaluation_report.json,11001101,8,2025,report_metadata,,4,4,0,1,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,068,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_068/evaluation_report.json,11001101,8,2025,report_metadata,,60,60,0,23,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,069,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_069/evaluation_report.json,11001101,8,2025,report_metadata,,17,17,0,7,5,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,070,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_070/evaluation_report.json,11001101,8,2025,report_metadata,,20,20,0,9,5,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,071,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_071/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,1,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,072,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_072/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,6,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,073,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_073/evaluation_report.json,11001101,8,2025,report_metadata,,5,5,0,2,5,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,074,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_074/evaluation_report.json,11001101,8,2025,report_metadata,,24,24,0,10,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,075,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_075/evaluation_report.json,11001101,8,2025,report_metadata,,38,38,0,19,11,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,076,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_076/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,5,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,077,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_077/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,4,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,078,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_078/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,5,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,079,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_079/evaluation_report.json,11001101,8,2025,report_metadata,,27,27,0,10,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,080,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_080/evaluation_report.json,11001101,8,2025,report_metadata,,24,24,0,11,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,081,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_081/evaluation_report.json,11001101,8,2025,report_metadata,,68,68,0,26,4,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,082,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_082/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,5,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,083,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_083/evaluation_report.json,11001101,8,2025,report_metadata,,55,55,0,18,12,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,084,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_084/evaluation_report.json,11001101,8,2025,report_metadata,,17,17,0,8,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,085,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_085/evaluation_report.json,11001101,8,2025,report_metadata,,7,7,0,3,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,086,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_086/evaluation_report.json,11001101,8,2025,report_metadata,,17,17,0,4,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,087,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_087/evaluation_report.json,11001101,8,2025,report_metadata,,4,4,0,3,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,088,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_088/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,5,5,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,089,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_089/evaluation_report.json,11001101,8,2025,report_metadata,,5,5,0,2,5,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,090,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_090/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,2,6,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,091,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_091/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,2,8,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,092,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_092/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,4,4,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,093,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_093/evaluation_report.json,11001101,8,2025,report_metadata,,29,29,0,12,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,094,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_094/evaluation_report.json,11001101,8,2025,report_metadata,,63,63,0,22,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,095,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_095/evaluation_report.json,11001101,8,2025,report_metadata,,26,26,0,9,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,096,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_096/evaluation_report.json,11001101,8,2025,report_metadata,,55,55,0,20,10,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,097,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_097/evaluation_report.json,11001101,8,2025,report_metadata,,15,15,0,5,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,098,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_098/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,3,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,099,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_099/evaluation_report.json,11001101,8,2025,report_metadata,,25,25,0,11,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,100,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_100/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,5,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,101,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_101/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,3,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,102,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_102/evaluation_report.json,11001101,8,2025,report_metadata,,18,18,0,9,3,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,103,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_103/evaluation_report.json,11001101,8,2025,report_metadata,,44,44,0,18,12,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,104,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_104/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,2,5,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,105,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_105/evaluation_report.json,11001101,8,2025,report_metadata,,23,23,0,10,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,106,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_106/evaluation_report.json,11001101,8,2025,report_metadata,,7,7,0,3,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,107,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_107/evaluation_report.json,11001101,8,2025,report_metadata,,63,63,0,23,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,108,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_108/evaluation_report.json,11001101,8,2025,report_metadata,,18,18,0,6,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,109,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_109/evaluation_report.json,11001101,8,2025,report_metadata,,37,37,0,13,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,110,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_110/evaluation_report.json,11001101,8,2025,report_metadata,,47,47,0,17,13,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,111,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_111/evaluation_report.json,11001101,8,2025,report_metadata,,16,16,0,5,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,112,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_112/evaluation_report.json,11001101,8,2025,report_metadata,,5,5,0,2,7,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,113,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_113/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,2,7,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,114,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_114/evaluation_report.json,11001101,8,2025,report_metadata,,1,1,0,1,7,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,115,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_115/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,3,7,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,116,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_116/evaluation_report.json,11001101,8,2025,report_metadata,,17,17,0,9,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,117,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_117/evaluation_report.json,11001101,8,2025,report_metadata,,21,21,0,11,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,118,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_118/evaluation_report.json,11001101,8,2025,report_metadata,,25,25,0,12,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,119,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_119/evaluation_report.json,11001101,8,2025,report_metadata,,22,22,0,8,10,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,120,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_120/evaluation_report.json,11001101,8,2025,report_metadata,,4,4,0,2,3,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,121,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_121/evaluation_report.json,11001101,8,2025,report_metadata,,12,12,0,8,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,122,/root/autodl-tmp/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_122/evaluation_report.json,11001101,8,2025,report_metadata,,28,28,0,14,7,0,0,11001101,True,
